"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Process","GO:1901135","Carbohydrate derivative metabolic process",112,24,27.6,0.829382525584052,"RS00555;RS00565;RS02190;RS02770;RS03920;RS05600;accC;atpA;atpC;atpD;coaA;glmS;gmk;guaA;lpxB;lpxC;lpxK;murJ;ndk;nrdF;purL;purM;purQ;waaA",1
"Function","GO:0008173","RNA methyltransferase activity",17,3,4.2,0.830585659109588,"RS01940;rlmH;rsmA",1
"Keyword","KW-0342","GTP-binding",17,3,4.2,0.830585659109588,"RS06615;infB;mnmE",1
"Process","GO:0006400","tRNA modification",22,4,5.4,0.83140522129836,"miaB;mnmE;truB;tsaD",1
"Function","GO:0000049","tRNA binding",22,4,5.4,0.83140522129836,"RS06620;ettA;gltX;ileS",1
"Keyword","KW-0819","tRNA processing",22,4,5.4,0.83140522129836,"miaB;mnmE;truB;tsaD",1
"Process","GO:0006351","Transcription, DNA-templated",12,2,3,0.836747665464994,"RS00625;RS01230",1
"Process","GO:0097659","Nucleic acid-templated transcription",12,2,3,0.836747665464994,"RS00625;RS01230",1
"Component","GO:0043190","ATP-binding cassette (ABC) transporter complex",12,2,3,0.836747665464994,"RS06370;lptF",1
"Component","GO:0098533","ATPase dependent transmembrane transport complex",12,2,3,0.836747665464994,"RS06370;lptF",1
"Component","GO:0098797","Plasma membrane protein complex",12,2,3,0.836747665464994,"RS06370;lptF",1
"Function","GO:0016830","Carbon-carbon lyase activity",12,2,3,0.836747665464994,"lysA;thiC",1
"Function","GO:0051287","NAD binding",12,2,3,0.836747665464994,"RS03810;nuoF",1
"Keyword","KW-0233","DNA recombination",12,2,3,0.836747665464994,"recG;recO",1
"KEGG","bbk00300","Lysine biosynthesis",12,2,3,0.836747665464994,"RS06280;lysA",1
"KEGG","bbk03070","Bacterial secretion system",12,2,3,0.836747665464994,"RS03320;secD",1
"Process","GO:0018130","Heterocycle biosynthetic process",113,24,27.9,0.842921215776664,"RS00540;RS00555;RS00565;RS00625;RS01230;RS05600;accC;atpA;atpC;atpD;cmk;coaA;cobT;gmk;guaA;holA;ndk;nrdF;pncB;polA;purL;purM;purQ;thiC",1
"Process","GO:0010468","Regulation of gene expression",51,10,12.6,0.847537294136588,"RS00625;RS01230;RS04165;RS06615;ettA;flbT;infA;infB;prfA;rsfS",1
"Process","GO:0031323","Regulation of cellular metabolic process",51,10,12.6,0.847537294136588,"RS00625;RS01230;RS04165;RS06615;dnaA;ettA;infA;infB;prfA;rsfS",1
"Keyword","KW-0238","DNA-binding",56,11,13.8,0.854797042136186,"RS00540;RS00625;RS04505;RS04650;RS04720;addA;dnaA;parE;polA;recF;topA",1
"Process","GO:0090304","Nucleic acid metabolic process",153,33,37.7,0.855178176553347,"RS00540;RS00625;RS00915;RS00965;RS01230;RS01935;RS01940;RS03525;RS03870;RS05940;RS06620;addA;dnaA;flbT;gltX;glyS;hisS;holA;ileS;miaB;mnmE;nrdF;parE;polA;recF;recG;recO;rlmH;rnhA;rsmA;topA;truB;tsaD",1
"Process","GO:0006281","DNA repair",28,5,6.9,0.859005314767218,"addA;polA;recF;recG;recO",1
"Process","GO:0006974","Cellular response to DNA damage stimulus",28,5,6.9,0.859005314767218,"addA;polA;recF;recG;recO",1
"Process","GO:0006364","rRNA processing",18,3,4.4,0.859782281313303,"RS01935;rlmH;rsmA",1
"Process","GO:0009110","Vitamin biosynthetic process",18,3,4.4,0.859782281313303,"cobT;panC;thiC",1
"Process","GO:0016072","rRNA metabolic process",18,3,4.4,0.859782281313303,"RS01935;rlmH;rsmA",1
"Process","GO:0042364","Water-soluble vitamin biosynthetic process",18,3,4.4,0.859782281313303,"cobT;panC;thiC",1
"Keyword","KW-0597","Phosphoprotein",18,3,4.4,0.859782281313303,"RS01230;ndk;pncB",1
"KEGG","bbk00240","Pyrimidine metabolism",18,3,4.4,0.859782281313303,"cmk;ndk;nrdF",1
"InterPro","IPR036388","Winged helix-like DNA-binding domain superfamily",18,3,4.4,0.859782281313303,"RS04165;dprA;sciP",1
"Process","GO:0050896","Response to stimulus",70,14,17.3,0.860538552051189,"RS01230;RS02440;RS03920;RS05555;RS05620;RS05635;RS05755;addA;fliN;parE;polA;recF;recG;recO",1
"Function","GO:0016301","Kinase activity",33,6,8.1,0.862116166985014,"RS01225;cmk;coaA;gmk;lpxK;ndk",1
"Process","GO:0009072","Aromatic amino acid family metabolic process",7,1,1.7,0.863119704721498,"aroA",1
"Process","GO:0009073","Aromatic amino acid family biosynthetic process",7,1,1.7,0.863119704721498,"aroA",1
"Process","GO:0009432","SOS response",7,1,1.7,0.863119704721498,"recF",1
"Process","GO:0009636","Response to toxic substance",7,1,1.7,0.863119704721498,"RS05755",1
"Process","GO:0009991","Response to extracellular stimulus",7,1,1.7,0.863119704721498,"recF",1
"Process","GO:0016226","Iron-sulfur cluster assembly",7,1,1.7,0.863119704721498,"sufD",1
"Process","GO:0031163","Metallo-sulfur cluster assembly",7,1,1.7,0.863119704721498,"sufD",1
"Process","GO:0031668","Cellular response to extracellular stimulus",7,1,1.7,0.863119704721498,"recF",1
"Process","GO:0035384","Thioester biosynthetic process",7,1,1.7,0.863119704721498,"accC",1
"Process","GO:0071496","Cellular response to external stimulus",7,1,1.7,0.863119704721498,"recF",1
"Process","GO:0071616","acyl-CoA biosynthetic process",7,1,1.7,0.863119704721498,"accC",1
"Process","GO:0072524","Pyridine-containing compound metabolic process",7,1,1.7,0.863119704721498,"pncB",1
"Process","GO:0072525","Pyridine-containing compound biosynthetic process",7,1,1.7,0.863119704721498,"pncB",1
"Process","GO:0097237","Cellular response to toxic substance",7,1,1.7,0.863119704721498,"RS05755",1
"Process","GO:0098754","Detoxification",7,1,1.7,0.863119704721498,"RS05755",1
"Process","GO:0098869","Cellular oxidant detoxification",7,1,1.7,0.863119704721498,"RS05755",1
"Process","GO:1901136","Carbohydrate derivative catabolic process",7,1,1.7,0.863119704721498,"RS02190",1
"Process","GO:1901617","Organic hydroxy compound biosynthetic process",7,1,1.7,0.863119704721498,"thiC",1
"Process","GO:1990748","Cellular detoxification",7,1,1.7,0.863119704721498,"RS05755",1
"Function","GO:0016209","Antioxidant activity",7,1,1.7,0.863119704721498,"RS05755",1
"Function","GO:0016763","Pentosyltransferase activity",7,1,1.7,0.863119704721498,"pncB",1
"Function","GO:0016831","Carboxy-lyase activity",7,1,1.7,0.863119704721498,"lysA",1
"Function","GO:0051082","Unfolded protein binding",7,1,1.7,0.863119704721498,"clpX",1
"Keyword","KW-0249","Electron transport",7,1,1.7,0.863119704721498,"sdhA",1
"Keyword","KW-0255","Endonuclease",7,1,1.7,0.863119704721498,"rnhA",1
"Keyword","KW-0288","FMN",7,1,1.7,0.863119704721498,"nuoF",1
"Keyword","KW-0457","Lysine biosynthesis",7,1,1.7,0.863119704721498,"lysA",1
"Keyword","KW-0511","Multifunctional enzyme",7,1,1.7,0.863119704721498,"argJ",1
"Keyword","KW-0742","SOS response",7,1,1.7,0.863119704721498,"recF",1
"Keyword","KW-0811","Translocation",7,1,1.7,0.863119704721498,"secD",1
"InterPro","IPR006073","GTP binding domain",7,1,1.7,0.863119704721498,"mnmE",1
"InterPro","IPR011761","ATP-grasp fold",7,1,1.7,0.863119704721498,"accC",1
"InterPro","IPR013766","Thioredoxin domain",7,1,1.7,0.863119704721498,"RS05755",1
"Function","GO:0016788","Hydrolase activity, acting on ester bonds",38,7,9.4,0.86618650448992,"RS00965;RS03870;RS05940;addA;ileS;polA;rnhA",1
"Keyword","KW-0479","Metal-binding",115,24,28.4,0.867620131937826,"RS00465;RS00540;RS00980;RS03800;RS06160;acnA;clpX;lpxC;miaB;mnmE;ndk;nrdF;nuoE;nuoF;nuoG;parE;purL;radC;rnhA;sdhC;thiC;tkt;topA;tsaD",1
"Process","GO:0033865","Nucleoside bisphosphate metabolic process",13,2,3.2,0.869159492143144,"accC;coaA",1
"Process","GO:0033875","Ribonucleoside bisphosphate metabolic process",13,2,3.2,0.869159492143144,"accC;coaA",1
"Process","GO:0034032","Purine nucleoside bisphosphate metabolic process",13,2,3.2,0.869159492143144,"accC;coaA",1
"Keyword","KW-0698","rRNA processing",13,2,3.2,0.869159492143144,"rlmH;rsmA",1
"InterPro","IPR036249","Thioredoxin-like superfamily",13,2,3.2,0.869159492143144,"RS05755;nuoE",1
"Function","GO:0016787","Hydrolase activity",159,34,39.2,0.872765556907106,"RS00540;RS00965;RS02025;RS02190;RS02770;RS03520;RS03525;RS03870;RS03920;RS04065;RS04285;RS04505;RS05600;RS05940;RS05945;RS05960;RS06160;RS06615;addA;atpC;clpX;ettA;guaA;ileS;infB;lpxC;mnmE;pepN;polA;purQ;radC;recG;rnhA;zapE",1
"Process","GO:1901362","Organic cyclic compound biosynthetic process",120,25,29.6,0.874489326178779,"RS00540;RS00555;RS00565;RS00625;RS01230;RS05600;accC;aroA;atpA;atpC;atpD;cmk;coaA;cobT;gmk;guaA;holA;ndk;nrdF;pncB;polA;purL;purM;purQ;thiC",1
"Process","GO:0006399","tRNA metabolic process",48,9,11.8,0.875606312277811,"RS06620;gltX;glyS;hisS;ileS;miaB;mnmE;truB;tsaD",1
"Keyword","KW-0560","Oxidoreductase",62,12,15.3,0.876708760977745,"RS00465;RS03795;RS03855;RS03985;RS05755;nrdF;nuoE;nuoF;nuoG;nuoL;sdhA;ubiB",1
"Process","GO:0009156","Ribonucleoside monophosphate biosynthetic process",24,4,5.9,0.880389248226207,"guaA;purL;purM;purQ",1
"Function","GO:0008270","Zinc ion binding",24,4,5.9,0.880389248226207,"RS00540;clpX;pepN;thiC",1
"Keyword","KW-0443","Lipid metabolism",24,4,5.9,0.880389248226207,"accC;lpxB;lpxC;lpxK",1
"Keyword","KW-0444","Lipid biosynthesis",24,4,5.9,0.880389248226207,"accC;lpxB;lpxC;lpxK",1
"Process","GO:0044085","Cellular component biogenesis",76,15,18.7,0.880826732228685,"RS01935;RS02440;RS02770;RS03920;flgA;flgK;flhA;flhB;fliQ;fliR;murJ;rlmH;rsfS;rsmA;sufD",1
"Process","GO:0006023","Aminoglycan biosynthetic process",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0006024","Glycosaminoglycan biosynthetic process",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0006766","Vitamin metabolic process",19,3,4.7,0.884484300440762,"cobT;panC;thiC",1
"Process","GO:0006767","Water-soluble vitamin metabolic process",19,3,4.7,0.884484300440762,"cobT;panC;thiC",1
"Process","GO:0009252","Peptidoglycan biosynthetic process",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0009273","Peptidoglycan-based cell wall biogenesis",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0042546","Cell wall biogenesis",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0044038","Cell wall macromolecule biosynthetic process",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Process","GO:0070589","Cellular component macromolecule biosynthetic process",19,3,4.7,0.884484300440762,"RS02770;RS03920;murJ",1
"Function","GO:0005525","GTP binding",19,3,4.7,0.884484300440762,"RS06615;infB;mnmE",1
"Function","GO:0016773","Phosphotransferase activity, alcohol group as acceptor",19,3,4.7,0.884484300440762,"RS01225;coaA;lpxK",1
"Function","GO:0019001","Guanyl nucleotide binding",19,3,4.7,0.884484300440762,"RS06615;infB;mnmE",1
"Function","GO:0032561","Guanyl ribonucleotide binding",19,3,4.7,0.884484300440762,"RS06615;infB;mnmE",1
"KEGG","bbk02024","Quorum sensing",19,3,4.7,0.884484300440762,"RS04980;RS04985;secD",1
"Function","GO:0005488","Binding",475,109,117.2,0.888123150873333,"RS00250;RS00465;RS00540;RS00565;RS00625;RS00915;RS00980;RS01230;RS01935;RS02145;RS02200;RS02325;RS02770;RS03525;RS03540;RS03795;RS03800;RS03805;RS03810;RS03870;RS03885;RS03920;RS03970;RS03985;RS04165;RS04285;RS04505;RS04650;RS04720;RS04965;RS04980;RS04985;RS05060;RS05350;RS05600;RS05750;RS05940;RS06160;RS06280;RS06355;RS06375;RS06380;RS06525;RS06540;RS06615;RS06620;RS06625;accC;acnA;addA;argF;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;flbT;glmS;gltX;glyA;glyS;gmk;guaA;hisS;holA;ileS;infA;infB;lpxC;lpxK;lysA;miaB;mnmE;ndk;nrdF;nuoE;nuoF;nuoG;nuoH;nuoN;panC;parE;pepN;polA;prfA;purL;purM;purQ;radC;recF;recG;rnhA;rpsA;rpsR;rsmA;sciP;sdhA;sdhC;sdhD;sufC;thiC;tkt;topA;truB;tsaD;zapE",1
"Process","GO:0009889","Regulation of biosynthetic process",49,9,12.1,0.890849951196437,"RS00625;RS01230;RS04165;RS06615;ettA;infA;infB;prfA;rsfS",1
"Process","GO:0010556","Regulation of macromolecule biosynthetic process",49,9,12.1,0.890849951196437,"RS00625;RS01230;RS04165;RS06615;ettA;infA;infB;prfA;rsfS",1
"Process","GO:0031326","Regulation of cellular biosynthetic process",49,9,12.1,0.890849951196437,"RS00625;RS01230;RS04165;RS06615;ettA;infA;infB;prfA;rsfS",1
"Function","GO:0003677","DNA binding",86,17,21.2,0.892131559143944,"RS00540;RS00625;RS00915;RS01230;RS03525;RS04165;RS04505;RS04650;RS04720;addA;dnaA;holA;parE;polA;recF;sciP;topA",1
"Process","GO:0019637","Organophosphate metabolic process",104,21,25.7,0.89256647201035,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;lpxB;lpxC;lpxK;ndk;nrdF;pncB;purL;purM;purQ;thiC",1
"Process","GO:0006575","Cellular modified amino acid metabolic process",14,2,3.5,0.895573758334193,"glyA;panC",1
"KEGG","bbk00061","Fatty acid biosynthesis",14,2,3.5,0.895573758334193,"RS02985;accC",1
"KEGG","bbk00550","Peptidoglycan biosynthesis",14,2,3.5,0.895573758334193,"RS02770;RS03920",1
"KEGG","bbk01212","Fatty acid metabolism",14,2,3.5,0.895573758334193,"RS02985;accC",1
"InterPro","IPR011455","Protein of unknown function DUF1561",14,2,3.5,0.895573758334193,"RS04340;RS05935",1
"Pfam","PF07598","Protein of unknown function (DUF1561)",14,2,3.5,0.895573758334193,"RS04340;RS05935",1
"Process","GO:0000041","Transition metal ion transport",8,1,2,0.897092702195856,"RS02215",1
"Process","GO:0006066","Alcohol metabolic process",8,1,2,0.897092702195856,"thiC",1
"Process","GO:0006165","Nucleoside diphosphate phosphorylation",8,1,2,0.897092702195856,"ndk",1
"Process","GO:0006637","acyl-CoA metabolic process",8,1,2,0.897092702195856,"accC",1
"Process","GO:0006826","Iron ion transport",8,1,2,0.897092702195856,"RS02215",1
"Process","GO:0009085","Lysine biosynthetic process",8,1,2,0.897092702195856,"lysA",1
"Process","GO:0009089","Lysine biosynthetic process via diaminopimelate",8,1,2,0.897092702195856,"lysA",1
"Process","GO:0009135","Purine nucleoside diphosphate metabolic process",8,1,2,0.897092702195856,"gmk",1
"Process","GO:0009179","Purine ribonucleoside diphosphate metabolic process",8,1,2,0.897092702195856,"gmk",1
"Process","GO:0009185","Ribonucleoside diphosphate metabolic process",8,1,2,0.897092702195856,"gmk",1
"Process","GO:0035383","Thioester metabolic process",8,1,2,0.897092702195856,"accC",1
"Process","GO:0042398","Cellular modified amino acid biosynthetic process",8,1,2,0.897092702195856,"panC",1
"Process","GO:0046451","Diaminopimelate metabolic process",8,1,2,0.897092702195856,"lysA",1
"Process","GO:0046939","Nucleotide phosphorylation",8,1,2,0.897092702195856,"ndk",1
"Process","GO:0070887","Cellular response to chemical stimulus",8,1,2,0.897092702195856,"RS05755",1
"Component","GO:0061695","Transferase complex, transferring phosphorus-containing groups",8,1,2,0.897092702195856,"holA",1
"Function","GO:0016410","N-acyltransferase activity",8,1,2,0.897092702195856,"argJ",1
"Function","GO:0016836","Hydro-lyase activity",8,1,2,0.897092702195856,"acnA",1
"Function","GO:0061783","Peptidoglycan muralytic activity",8,1,2,0.897092702195856,"RS02190",1
"Keyword","KW-0863","Zinc-finger",8,1,2,0.897092702195856,"RS00540",1
"KEGG","bbk00400","Phenylalanine, tyrosine and tryptophan biosynthesis",8,1,2,0.897092702195856,"aroA",1
"KEGG","bbk00680","Methane metabolism",8,1,2,0.897092702195856,"glyA",1
"InterPro","IPR029026","tRNA (guanine-N1-)-methyltransferase, N-terminal",8,1,2,0.897092702195856,"rlmH",1
"InterPro","IPR029028","Alpha/beta knot methyltransferases",8,1,2,0.897092702195856,"rlmH",1
"InterPro","IPR036390","Winged helix DNA-binding domain superfamily",8,1,2,0.897092702195856,"RS04165",1
"Process","GO:0016070","RNA metabolic process",91,18,22.4,0.897394469473175,"RS00540;RS00625;RS01230;RS01935;RS01940;RS06620;flbT;gltX;glyS;hisS;ileS;miaB;mnmE;rlmH;rnhA;rsmA;truB;tsaD",1
"Process","GO:0009451","RNA modification",40,7,9.9,0.899629540282978,"RS01940;miaB;mnmE;rlmH;rsmA;truB;tsaD",1
"Process","GO:0022613","Ribonucleoprotein complex biogenesis",25,4,6.2,0.899899674706168,"RS01935;rlmH;rsfS;rsmA",1
"Process","GO:0042254","Ribosome biogenesis",25,4,6.2,0.899899674706168,"RS01935;rlmH;rsfS;rsmA",1
"InterPro","IPR029063","S-adenosyl-L-methionine-dependent methyltransferase superfamily",25,4,6.2,0.899899674706168,"RS00295;RS01935;RS01940;rsmA",1
"Process","GO:0001510","RNA methylation",20,3,4.9,0.905240784525106,"RS01940;rlmH;rsmA",1
"Process","GO:0006644","Phospholipid metabolic process",20,3,4.9,0.905240784525106,"lpxB;lpxC;lpxK",1
"Process","GO:0008654","Phospholipid biosynthetic process",20,3,4.9,0.905240784525106,"lpxB;lpxC;lpxK",1
"Process","GO:0072527","Pyrimidine-containing compound metabolic process",20,3,4.9,0.905240784525106,"cmk;ndk;thiC",1
"Function","GO:0016810","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",20,3,4.9,0.905240784525106,"RS02190;lpxC;purQ",1
"Process","GO:0034660","ncRNA metabolic process",65,12,16,0.913963111644059,"RS01935;RS06620;gltX;glyS;hisS;ileS;miaB;mnmE;rlmH;rsmA;truB;tsaD",1
"Process","GO:0000270","Peptidoglycan metabolic process",26,4,6.4,0.916558389559262,"RS02190;RS02770;RS03920;murJ",1
"Process","GO:0006022","Aminoglycan metabolic process",26,4,6.4,0.916558389559262,"RS02190;RS02770;RS03920;murJ",1
"Process","GO:0009124","Nucleoside monophosphate biosynthetic process",26,4,6.4,0.916558389559262,"guaA;purL;purM;purQ",1
"Process","GO:0030203","Glycosaminoglycan metabolic process",26,4,6.4,0.916558389559262,"RS02190;RS02770;RS03920;murJ",1
"Process","GO:0006220","Pyrimidine nucleotide metabolic process",15,2,3.7,0.916966490374061,"cmk;ndk",1
"Process","GO:0030001","Metal ion transport",15,2,3.7,0.916966490374061,"RS02215;RS06380",1
"KEGG","bbk03430","Mismatch repair",15,2,3.7,0.916966490374061,"RS04505;holA",1
"Process","GO:0006139","Nucleobase-containing compound metabolic process",230,49,56.7,0.922471213453555,"RS00540;RS00555;RS00565;RS00625;RS00915;RS00965;RS01230;RS01935;RS01940;RS03525;RS03870;RS05600;RS05940;RS06620;accC;addA;atpA;atpC;atpD;cmk;coaA;dnaA;flbT;gltX;glyS;gmk;guaA;hisS;holA;ileS;miaB;mnmE;ndk;nrdF;parE;pncB;polA;purL;purM;purQ;recF;recG;recO;rlmH;rnhA;rsmA;topA;truB;tsaD",1
"Process","GO:0044036","Cell wall macromolecule metabolic process",21,3,5.2,0.92257471288778,"RS02770;RS03920;murJ",1
"Process","GO:0006553","Lysine metabolic process",9,1,2.2,0.92265684573347,"lysA",1
"Process","GO:0009067","Aspartate family amino acid biosynthetic process",9,1,2.2,0.92265684573347,"lysA",1
"Process","GO:0009218","Pyrimidine ribonucleotide metabolic process",9,1,2.2,0.92265684573347,"ndk",1
"Process","GO:0009220","Pyrimidine ribonucleotide biosynthetic process",9,1,2.2,0.92265684573347,"ndk",1
"Process","GO:0018106","Peptidyl-histidine phosphorylation",9,1,2.2,0.92265684573347,"RS01225",1
"Process","GO:0018202","Peptidyl-histidine modification",9,1,2.2,0.92265684573347,"RS01225",1
"Function","GO:0004673","Protein histidine kinase activity",9,1,2.2,0.92265684573347,"RS01225",1
"Function","GO:0016775","Phosphotransferase activity, nitrogenous group as acceptor",9,1,2.2,0.92265684573347,"RS01225",1
"KEGG","bbk00270","Cysteine and methionine metabolism",9,1,2.2,0.92265684573347,"RS03635",1
"KEGG","bbk00640","Propanoate metabolism",9,1,2.2,0.92265684573347,"accC",1
"KEGG","bbk00670","One carbon pool by folate",9,1,2.2,0.92265684573347,"glyA",1
"Function","GO:0140101","Catalytic activity, acting on a tRNA",37,6,9.1,0.925925413415575,"RS06620;gltX;glyS;hisS;ileS;truB",1
"Process","GO:0033554","Cellular response to stress",32,5,7.9,0.92737286820776,"addA;polA;recF;recG;recO",1
"Process","GO:0008033","tRNA processing",27,4,6.7,0.930703698278694,"miaB;mnmE;truB;tsaD",1
"Process","GO:0044248","Cellular catabolic process",16,2,3.9,0.934198752773708,"flbT;rnhA",1
"Keyword","KW-0285","Flavoprotein",16,2,3.9,0.934198752773708,"nuoF;sdhA",1
"Component","GO:0032991","Protein-containing complex",72,13,17.8,0.935383041698532,"RS00540;RS00555;RS00565;RS05600;RS06370;atpA;atpC;atpD;holA;lptF;nrdF;nuoF;sdhC",1
"Process","GO:0045229","External encapsulating structure organization",22,3,5.4,0.93696989577032,"RS02440;RS02770;murJ",1
"Process","GO:0071554","Cell wall organization or biogenesis",22,3,5.4,0.93696989577032,"RS02770;RS03920;murJ",1
"Function","GO:0046872","Metal ion binding",146,29,36,0.941447995213752,"RS00465;RS00540;RS00980;RS03800;RS05750;RS06160;RS06380;accC;acnA;clpX;lpxC;miaB;mnmE;ndk;nrdF;nuoE;nuoF;nuoG;parE;pepN;purL;radC;rnhA;sdhC;sdhD;thiC;tkt;topA;tsaD",1
"Process","GO:0006468","Protein phosphorylation",10,1,2.5,0.94188773852126,"RS01225",1
"Component","GO:1990234","Transferase complex",10,1,2.5,0.94188773852126,"holA",1
"Function","GO:0004672","Protein kinase activity",10,1,2.5,0.94188773852126,"RS01225",1
"Keyword","KW-0676","Redox-active center",10,1,2.5,0.94188773852126,"RS05755",1
"Component","GO:1902494","Catalytic complex",28,4,6.9,0.94265342886394,"holA;nrdF;nuoF;sdhC",1
"KEGG","bbk02020","Two-component system",28,4,6.9,0.94265342886394,"RS03320;RS05045;dnaA;motA",1
"Process","GO:0034470","ncRNA processing",44,7,10.9,0.945725777520353,"RS01935;miaB;mnmE;rlmH;rsmA;truB;tsaD",1
"KEGG","bbk01110","Biosynthesis of secondary metabolites",129,25,31.8,0.946754930686153,"RS00465;RS02530;RS03635;RS03985;RS05750;RS06280;RS06625;accC;acnA;argF;argJ;aroA;gltA;gltX;glyA;lysA;ndk;panC;purL;purM;purQ;sdhA;sdhC;sdhD;tkt",1
"Process","GO:0016310","Phosphorylation",39,6,9.6,0.946803082982659,"RS01225;cmk;coaA;gmk;lpxK;ndk",1
